ID,School,Count,Grade
95129,85,23,8
95130,60,17,5
95131,31,12,10
95132,60,33,9
95133,13,24,8
95134,15,25,7
95135,64,33,11
95136,68,17,1
95137,72,47,2
95138,46,34,10
95139,10,33,8
95140,8,16,9
95141,84,32,3
95142,95,29,12
95143,94,30,12
95144,64,41,12
95145,45,27,11
95146,39,25,4
95147,24,45,5
95148,62,30,1
95149,11,40,3
95150,65,50,5
95151,91,33,5
95152,82,21,9
95153,69,19,3
95154,64,43,10
95155,66,50,1
95156,20,23,8
95157,44,50,9
95158,65,12,1
95159,68,48,4
95160,15,29,11
95161,68,32,1
95162,33,30,10
95163,90,44,5
95164,16,22,12
95165,72,26,3
95166,45,21,9
95167,97,24,10
95168,51,30,9
95169,57,50,1
95170,46,33,8
95171,83,38,12
95172,54,40,6
95173,3,11,3
95174,38,19,6
95175,80,10,2
95176,62,49,5
95177,81,28,1
95178,65,33,5
95179,91,10,2
95180,92,33,4
95181,29,32,6
95182,36,50,8
95183,50,33,12
95184,46,10,5
95185,60,13,5
95186,72,40,6
95187,76,30,5
95188,89,33,3
95189,24,20,9
95190,18,42,10
95191,11,47,5
95192,83,31,11
95193,25,43,4
95194,61,35,12
95195,47,41,4
95196,60,41,12
95197,21,32,7
95198,92,40,10
95199,29,19,5
95200,4,32,10
95201,93,33,3
95202,63,50,11
95203,44,31,5
95204,99,11,5
95205,97,41,2
95206,38,16,12
95207,33,20,8
95208,14,20,11
95209,76,20,4
95210,11,49,4
95211,82,28,11
95212,84,22,10
95213,61,13,9
95214,90,26,1
95215,67,26,6
95216,52,43,2
95217,48,33,12
95218,19,32,2
95219,44,48,7
95220,15,23,12
95221,38,45,7
95222,43,20,2
95223,37,42,10
95224,83,37,7
95225,17,46,3
95226,14,14,8
95227,22,18,4
95228,71,35,6
95229,25,30,9
95230,5,38,4
95231,39,18,9
95232,45,13,10
95233,35,27,11
95234,17,47,2
95235,16,26,7
95236,58,19,8
95237,17,40,2
95238,32,28,4
95239,73,24,9
95240,100,17,3
95241,35,38,11
95242,98,26,6
95243,30,47,6
95244,15,30,7
95245,36,46,12
95246,95,18,11
95247,64,50,8
95248,88,25,6
95249,31,30,2
95250,78,29,5
95251,88,22,9
95252,31,18,8
95253,70,30,7
95254,90,36,2
95255,79,11,3
95256,93,38,9
95257,79,10,9
95258,69,45,4
95259,29,20,6
95260,54,10,4
95261,14,49,5
95262,54,37,6
95263,44,39,10
95264,78,36,10
95265,3,41,8
95266,69,38,9
95267,92,28,12
95268,64,24,6
95269,20,50,4
95270,9,24,10
95271,59,26,6
95272,45,48,8
95273,61,30,10
95274,23,30,3
95275,53,47,8
95276,85,21,7
95277,10,17,5
95278,39,29,12
95279,9,23,4
95280,58,22,3
95281,7,10,10
95282,40,50,4
95283,34,20,11
95284,31,24,4
95285,22,25,8
95286,33,14,10
95287,33,15,4
95288,75,12,10
95289,3,44,10
95290,93,30,7
95291,4,28,8
95292,87,17,4
95293,75,41,4
95294,56,49,3
95295,16,21,6
95296,78,45,5
95297,87,45,10
95298,57,34,4
95299,82,30,7
95300,39,34,2
95301,21,43,7
95302,21,36,12
95303,61,21,3
95304,77,44,10
95305,68,10,9
95306,2,49,6
95307,26,39,2
95308,99,44,1
95309,69,32,5
95310,39,41,7
95311,36,28,8
95312,33,25,10
95313,71,33,11
95314,30,30,12
95315,28,17,8
95316,74,17,8
95317,86,15,4
95318,86,37,7
95319,94,34,8
95320,66,35,6
95321,75,32,2
95322,28,21,10
95323,28,22,6
95324,11,49,10
95325,20,42,9
95326,9,38,6
95327,9,16,1
95328,17,17,4
95329,2,13,11
95330,93,33,9
95331,88,29,4
95332,76,33,7
95333,49,25,6
95334,96,16,7
95335,55,26,5
95336,7,36,3
95337,48,20,1
95338,17,21,12
95339,84,39,6
95340,45,18,11
95341,42,41,9
95342,35,22,6
95343,18,35,1
95344,49,34,10
95345,97,34,8
95346,66,30,1
95347,89,36,9
95348,97,46,7
95349,31,18,1
95350,49,15,11
95351,18,48,5
95352,55,42,11
95353,43,23,12
95354,26,40,9
95355,20,34,4
95356,33,23,7
95357,29,19,12
95358,100,25,9
95359,27,28,7
95360,51,10,5
95361,9,29,11
95362,62,45,9
95363,28,31,11
95364,37,32,11
95365,8,11,2
95366,38,19,4
95367,44,43,11
95368,71,11,2
95369,9,28,1
95370,55,19,4
95371,46,39,4
95372,51,18,1
95373,14,27,11
95374,94,43,3
95375,46,38,2
95376,40,49,3
95377,89,23,7
95378,68,29,1
95379,98,12,9
95380,65,38,4
95381,48,30,12
95382,83,24,2
95383,89,24,5
95384,27,38,4
95385,43,50,3
95386,52,31,4
95387,40,41,6
95388,65,26,12
95389,88,29,8
95390,62,17,1
95391,11,14,2
95392,18,36,12
95393,37,24,8
95394,5,10,1
95395,4,39,12
95396,93,19,2
95397,19,23,3
95398,69,23,2
95399,58,26,7
95400,87,10,10
95401,39,31,1
95402,40,18,8
95403,72,13,8
95404,32,24,6
95405,2,30,6
95406,89,25,8
95407,1,50,8
95408,14,21,1
95409,88,49,7
95410,82,35,11
95411,33,14,2
95412,7,48,9
95413,11,46,1
95414,21,21,3
95415,69,31,4
95416,8,24,12
95417,94,46,4
95418,40,16,9
95419,49,26,1
95420,9,22,8
95421,97,27,5
95422,60,17,2
95423,23,28,8
95424,85,25,1
95425,71,21,1
95426,77,31,10
95427,88,18,2
95428,100,30,8
95429,57,37,10
95430,84,28,2
95431,31,32,3
95432,72,34,5
95433,54,39,2
95434,62,42,5
95435,61,22,3
95436,98,26,8
95437,77,16,9
95438,81,31,6
95439,63,48,8
95440,41,20,3
95441,73,12,11
95442,93,19,12
95443,97,38,8
95444,94,21,7
95445,99,44,2
95446,42,35,8
95447,12,22,2
95448,44,28,6
95449,34,41,12
95450,95,42,7
95451,65,47,12
95452,71,11,5
95453,7,26,3
95454,97,33,2
95455,95,50,10
95456,12,30,5
95457,58,35,8
95458,85,30,12
95459,70,10,8
95460,20,38,6
95461,89,25,12
95462,43,50,9
95463,77,24,2
95464,34,30,8
95465,49,34,4
95466,46,27,6
95467,31,40,10
95468,92,30,6
95469,18,31,7
95470,82,37,12
95471,53,39,11
95472,86,12,6
95473,51,15,5
95474,39,30,8
95475,30,35,1
95476,28,20,8
95477,56,33,3
95478,100,17,6
95479,97,29,8
95480,72,27,7
95481,68,32,11
95482,64,36,9
95483,54,47,11
95484,56,46,5
95485,60,19,10
95486,58,30,12
95487,22,38,6
95488,91,33,2
95489,4,23,7
95490,80,46,10
95491,36,21,3
95492,29,49,2
95493,92,33,11
95494,11,34,12
95495,21,10,3
95496,25,36,1
95497,51,33,5
95498,55,48,5
95499,98,35,6
95500,43,49,8
95501,80,29,9
95502,11,29,8
95503,76,49,9
95504,41,20,8
95505,46,32,7
95506,26,16,1
95507,51,39,10
95508,33,25,7
95509,3,21,7
95510,3,43,1
95511,67,25,4
95512,66,20,7
95513,72,34,5
95514,53,24,10
95515,55,40,7
95516,65,38,7
95517,41,24,5
95518,14,23,3
95519,4,43,9
95520,31,16,8
95521,60,19,10
95522,52,35,2
95523,69,37,9
95524,45,38,9
95525,10,38,9
95526,96,48,7
95527,7,40,1
95528,58,44,11
95529,30,39,2
95530,40,11,5
95531,20,49,1
95532,82,25,6
95533,69,23,4
95534,97,35,5
95535,61,21,3
95536,27,44,11
95537,27,41,1
95538,67,42,5
95539,24,38,11
95540,32,43,4
95541,78,40,2
95542,79,21,6
95543,66,22,9
95544,31,12,1
95545,34,46,1
95546,53,49,4
95547,100,14,6
95548,71,39,12
95549,80,42,9
95550,21,35,8
95551,23,21,1
95552,6,24,11
95553,29,33,8
95554,77,50,11
95555,57,26,5
95556,33,23,5
95557,6,42,5
95558,48,14,11
95559,94,44,8
95560,53,47,11
95561,95,15,4
95562,11,40,7
95563,7,16,5
95564,2,33,9
95565,25,35,7
95566,19,31,9
95567,63,41,4
95568,70,27,6
95569,30,46,2
95570,49,34,4
95571,31,18,5
95572,10,21,4
95573,27,15,1
95574,46,29,10
95575,27,27,11
95576,71,43,7
95577,85,14,5
95578,52,39,1
95579,79,36,10
95580,94,20,1
95581,61,23,8
95582,29,44,9
95583,33,45,5
95584,77,14,4
95585,73,38,5
95586,97,39,11
95587,80,13,11
95588,94,24,5
95589,47,40,7
95590,20,39,12
95591,92,13,8
95592,79,49,9
95593,26,17,12
95594,27,10,6
95595,11,21,3
95596,12,29,11
95597,7,42,3
95598,69,26,8
95599,12,24,6
95600,6,32,2
95601,51,10,3
95602,52,34,1
95603,9,33,1
95604,17,39,9
95605,20,28,10
95606,4,14,8
95607,23,39,4
95608,82,34,6
95609,8,25,7
95610,31,32,11
95611,16,42,8
95612,66,26,8
95613,35,43,12
95614,60,20,10
95615,19,11,10
95616,61,43,4
95617,58,30,11
95618,10,13,9
95619,20,21,11
95620,44,21,1
95621,57,28,8
95622,94,29,1
95623,93,48,4
95624,55,48,12
95625,67,33,5
95626,17,41,4
95627,94,36,8
95628,28,30,9
95629,50,26,11
95630,9,30,1
95631,99,44,4
95632,88,30,9
95633,45,44,2
95634,33,33,2
95635,50,37,1
95636,48,10,8
95637,69,39,11
95638,7,50,7
95639,60,37,6
95640,23,40,2
95641,47,24,10
95642,50,33,7
95643,78,39,5
95644,62,36,12
95645,68,32,9
95646,82,46,8
95647,81,36,3
95648,71,35,12
95649,31,21,10
95650,59,49,10
95651,19,42,7
95652,67,25,5
95653,50,12,7
95654,25,13,11
95655,42,30,5
95656,95,49,9
95657,4,49,1
95658,5,32,3
95659,66,33,11
95660,44,28,11
95661,65,10,1
95662,14,49,4
95663,97,47,1
95664,86,31,11
95665,77,42,7
95666,3,23,9
95667,98,13,11
95668,16,13,2
95669,32,17,11
95670,72,32,12
95671,1,50,4
95672,94,47,11
95673,95,27,3
95674,10,32,4
95675,70,19,1
95676,83,39,12
95677,32,32,12
95678,29,18,7
95679,6,31,10
95680,63,31,2
95681,65,36,9
95682,71,12,1
95683,3,12,8
95684,25,31,4
95685,74,20,9
95686,100,30,4
95687,92,49,7
95688,59,22,10
95689,14,12,11
95690,83,43,1
95691,6,24,12
95692,3,18,8
95693,9,42,4
95694,26,38,5
95695,13,34,1
95696,98,32,8
95697,77,19,9
95698,46,14,4
95699,83,38,3
95700,86,21,12
95701,55,17,1
95702,86,50,3
95703,42,16,10
95704,66,19,11
95705,42,28,3
95706,40,25,5
95707,9,41,9
95708,84,12,2
95709,17,26,1
95710,30,29,5
95711,97,47,2
95712,6,37,7
95713,70,38,2
95714,64,42,5
95715,34,24,3
95716,53,49,11
95717,26,14,2
95718,29,42,7
95719,96,40,1
95720,67,36,4
95721,29,29,7
95722,62,40,1
95723,78,46,1
95724,61,24,10
95725,44,28,10
95726,75,33,9
95727,5,37,6
95728,14,47,12
95729,9,20,2
95730,41,16,8
95731,54,22,8
95732,70,47,11
95733,91,27,4
95734,49,10,10
95735,8,24,2
95736,55,23,7
95737,42,25,5
95738,73,45,8
95739,80,49,10
95740,63,39,10
95741,47,17,10
95742,13,47,8
95743,29,41,10
95744,42,23,9
95745,3,33,6
95746,5,47,10
95747,62,26,1
95748,84,44,7
95749,31,40,8
95750,57,38,12
95751,43,23,8
95752,71,34,5
95753,56,13,9
95754,96,39,2
95755,21,40,9
95756,3,42,12
95757,28,39,5
95758,34,20,1
95759,83,43,2
95760,48,50,6
95761,33,27,3
95762,2,35,10
95763,83,15,4
95764,3,27,1
95765,80,19,10
95766,38,40,3
95767,25,24,5
95768,5,45,4
95769,90,47,2
95770,6,21,3
95771,73,37,9
95772,89,13,11
95773,58,40,3
95774,63,11,2
95775,38,39,6
95776,44,42,12
95777,14,46,5
95778,32,19,3
95779,81,49,11
95780,46,38,12
95781,1,45,12
95782,40,25,7
95783,61,29,1
95784,91,15,7
95785,54,43,3
95786,49,36,11
95787,99,38,3
95788,34,24,1
95789,9,42,6
95790,78,35,1
95791,53,41,5
95792,9,28,8
95793,60,14,9
95794,75,13,3
95795,95,24,1
95796,49,31,3
95797,1,32,2
95798,46,38,2
95799,49,38,10
95800,51,15,2
95801,67,42,3
95802,97,46,9
95803,90,17,1
95804,41,28,11
95805,87,13,11
95806,47,34,2
95807,19,10,11
95808,54,49,6
95809,41,13,4
95810,22,40,11
95811,9,41,7
95812,37,41,6
95813,63,14,5
95814,96,48,9
95815,28,48,7
95816,53,22,9
95817,34,33,6
95818,45,20,8
95819,42,33,9
95820,31,16,7
95821,35,48,1
95822,98,34,4
95823,92,27,10
95824,35,43,7
95825,17,46,11
95826,5,46,10
95827,74,36,9
95828,45,21,10
95829,53,35,11
95830,16,48,9
95831,55,34,12
95832,21,23,6
95833,68,49,10
95834,9,48,10
95835,85,26,12
95836,30,30,6
95837,50,44,5
95838,49,31,9
95839,54,29,7
95840,54,38,10
95841,20,18,2
95842,20,23,7
95843,56,35,12
95844,53,41,9
95845,22,38,4
95846,76,15,2
95847,72,34,5
95848,28,46,4
95849,99,14,7
95850,31,26,1
95851,59,41,10
95852,66,12,7
95853,77,33,7
95854,67,32,7
95855,47,50,11
95856,99,48,8
95857,79,36,9
95858,16,48,1
95859,76,50,6
95860,80,14,8
95861,59,11,8
95862,100,20,2
95863,81,44,2
95864,11,39,11
95865,85,24,10
95866,3,42,2
95867,26,21,12
95868,35,35,7
95869,51,37,10
95870,75,21,2
95871,7,17,9
95872,88,35,11
95873,24,25,8
95874,76,44,11
95875,67,15,12
95876,16,15,8
95877,31,31,1
95878,71,31,11
95879,53,18,3
95880,23,43,2
95881,81,22,4
95882,77,49,12
95883,83,12,8
95884,23,19,11
95885,6,21,7
95886,94,23,8
95887,42,35,3
95888,83,11,11
95889,72,47,8
95890,70,44,7
95891,27,33,5
95892,36,20,4
95893,16,17,11
95894,89,37,1
95895,37,29,4
95896,50,25,1
95897,86,46,5
95898,17,47,2
95899,54,37,3
95900,80,16,4
95901,73,34,9
95902,49,34,11
95903,89,28,1
95904,32,45,10
95905,35,32,8
95906,85,14,5
95907,3,23,11
95908,7,26,5
95909,39,34,3
95910,37,38,5
95911,46,49,6
95912,73,33,8
95913,83,41,12
95914,51,11,10
95915,19,13,12
95916,34,18,4
95917,32,45,11
95918,78,42,6
95919,13,50,12
95920,53,31,1
95921,3,24,12
95922,42,10,11
95923,81,50,7
95924,14,39,11
95925,20,21,5
95926,72,38,12
95927,99,26,9
95928,41,47,8
95929,29,46,1
95930,26,48,7
95931,52,47,11
95932,23,13,5
95933,64,48,10
95934,20,29,12
95935,88,40,7
95936,91,22,1
95937,4,41,9
95938,63,35,12
95939,4,33,4
95940,70,30,5
95941,45,41,11
95942,5,39,7
95943,34,32,10
95944,51,31,7
95945,10,26,4
95946,34,12,4
95947,8,45,10
95948,60,44,5
95949,25,40,2
95950,30,32,10
95951,48,25,8
95952,57,32,4
95953,29,25,12
95954,29,43,4
95955,61,35,5
95956,4,38,11
95957,31,14,10
95958,33,16,4
95959,99,37,10
95960,28,47,4
95961,72,48,10
95962,49,32,8
95963,41,16,1
95964,33,28,5
95965,47,31,8
95966,31,12,3
95967,9,38,10
95968,83,28,12
95969,14,28,6
95970,99,36,3
95971,40,26,6
95972,17,41,8
95973,16,49,10
95974,39,42,1
95975,69,50,10
95976,10,16,6
95977,56,45,4
95978,57,50,8
95979,14,26,11
95980,49,26,11
95981,93,33,8
95982,78,37,8
95983,24,35,1
95984,88,17,3
95985,75,21,12
95986,90,13,5
95987,46,22,4
95988,76,49,2
95989,2,10,3
95990,20,19,1
95991,1,19,8
95992,10,45,2
95993,20,15,2
95994,42,36,10
95995,49,16,1
95996,13,47,1
95997,99,31,1
95998,15,40,9
95999,73,25,12
96000,91,35,1
96001,4,45,9
96002,4,21,10
96003,37,23,10
96004,90,46,3
96005,55,16,9
96006,74,29,9
96007,41,37,9
96008,11,50,6
96009,54,16,9
96010,25,35,10
96011,68,29,10
96012,10,19,7
96013,20,46,5
96014,68,18,3
96015,22,24,4
96016,38,38,5
96017,87,43,7
96018,21,35,12
96019,38,25,12
96020,17,17,1
96021,42,22,10
96022,62,48,2
96023,62,23,11
96024,82,47,1
96025,78,33,3
96026,85,26,2
96027,67,39,3
96028,17,40,5
96029,18,28,11
96030,40,13,9
96031,99,43,9
96032,35,41,1
96033,88,25,12
96034,91,17,5
96035,2,17,10
96036,8,44,11
96037,36,28,10
96038,99,19,11
96039,71,46,10
96040,59,22,1
96041,72,36,12
96042,42,10,8
96043,49,26,3
96044,92,34,11
96045,62,41,2
96046,82,38,10
96047,26,32,4
96048,22,18,5
96049,57,45,8
96050,80,46,8
96051,21,18,4
96052,50,31,1
96053,25,29,7
96054,72,35,1
96055,97,11,10
96056,90,44,12
96057,90,30,11
96058,16,22,5
96059,59,27,10
96060,57,27,10
96061,80,35,6
96062,34,29,1
96063,38,20,9
96064,7,50,1
96065,9,37,7
96066,48,35,7
96067,100,45,1
96068,7,13,11
96069,22,49,9
96070,8,11,5
96071,90,31,6
96072,77,23,2
96073,24,49,12
96074,61,47,4
96075,12,22,11
96076,75,25,5
96077,79,48,8
96078,21,20,7
96079,2,40,2
96080,11,15,12
96081,42,50,4
96082,57,25,3
96083,80,27,3
96084,47,19,5
96085,94,21,9
96086,48,39,10
96087,49,46,2
96088,36,12,10
96089,87,33,9
96090,64,31,6
96091,6,15,1
96092,46,14,3
96093,57,48,7
96094,98,25,6
96095,97,23,10
96096,59,31,8
96097,51,23,4
96098,24,21,8
96099,5,44,7
96100,96,15,9
96101,23,46,8
96102,70,29,12
96103,30,11,3
96104,38,19,12
96105,21,37,1
96106,65,10,10
96107,79,25,1
96108,24,25,3
96109,8,40,2
96110,7,29,10
96111,3,22,8
96112,96,10,12
96113,96,49,11
96114,89,35,6
96115,16,18,7
96116,42,37,10
96117,84,24,12
96118,31,43,11
96119,13,23,8
96120,17,37,1
96121,33,30,6
96122,86,11,11
96123,18,31,12
96124,95,50,9
96125,15,44,3
96126,51,47,11
96127,54,48,10
96128,11,26,11
96129,64,28,4
96130,30,40,4
96131,2,49,6
96132,70,22,5
96133,7,14,1
96134,48,29,10
96135,82,11,9
96136,70,47,2
96137,30,43,3
96138,58,20,1
96139,4,28,4
96140,30,22,12
96141,1,28,10
96142,52,28,3
96143,77,45,6
96144,60,22,6
96145,12,27,9
96146,52,27,4
96147,20,34,3
96148,44,11,4
96149,62,32,11
96150,61,27,10
96151,25,19,7
96152,10,31,1
96153,9,15,6
96154,52,34,6
96155,35,21,8
96156,93,44,7
96157,42,37,1
96158,52,41,8
96159,32,22,5
96160,27,17,3
96161,63,41,1
96162,79,18,1
96163,14,18,2
96164,63,28,2
96165,100,27,11
96166,2,44,5
96167,38,27,10
96168,45,32,5
96169,55,29,11
96170,62,28,4
96171,91,50,5
96172,52,34,9
96173,68,45,4
96174,44,25,10
96175,29,42,3
96176,95,33,5
96177,84,41,6
96178,24,40,3
96179,7,31,10
96180,90,14,7
96181,11,19,3
96182,84,11,6
96183,60,49,4
96184,32,35,11
96185,76,45,5
96186,21,20,11
96187,39,32,5
96188,26,26,9
96189,37,10,7
96190,85,20,8
96191,59,27,1
96192,43,14,11
96193,39,48,8
96194,55,32,9
96195,43,47,10
96196,28,41,11
96197,19,23,10
96198,73,35,4
96199,28,27,12
96200,99,37,6
96201,85,42,4
96202,7,48,8
96203,29,21,12
96204,25,17,2
96205,9,28,9
96206,89,27,3
96207,35,25,12
96208,6,15,9
96209,69,14,2
96210,60,14,10
96211,45,40,11
96212,93,18,1
96213,47,34,12
96214,94,36,8
96215,70,23,5
96216,80,39,6
96217,72,26,5
96218,6,16,7
96219,3,48,3
96220,81,28,12
96221,24,28,10
96222,29,12,6
96223,66,33,11
96224,5,31,1
96225,9,36,2
96226,78,44,5
96227,70,35,7
96228,49,43,10
96229,43,11,11
96230,83,40,8
96231,61,50,8
96232,37,22,2
96233,75,49,7
96234,2,18,6
96235,55,18,3
96236,69,29,4
96237,45,21,6
96238,49,36,8
96239,64,21,3
96240,72,12,2
96241,45,11,1
96242,70,50,6
96243,35,50,1
96244,56,26,7
96245,100,37,2
96246,86,36,11
96247,95,28,1
96248,87,46,4
96249,8,23,9
96250,80,35,5
96251,56,11,1
96252,5,37,2
96253,12,27,8
96254,18,31,10
96255,84,26,10
96256,55,47,9
96257,11,18,8
96258,81,34,3
96259,18,23,3
96260,29,28,12
96261,68,42,3
96262,11,46,5
96263,18,50,2
96264,73,38,11
96265,8,38,8
96266,57,48,12
96267,8,24,8
96268,76,40,12
96269,85,43,9
96270,95,20,8
96271,33,11,1
96272,34,45,1
96273,41,39,12
96274,94,40,10
96275,43,31,5
96276,40,47,2
96277,18,26,2
96278,34,46,2
96279,76,38,11
96280,85,36,1
96281,78,11,2
96282,81,49,12
96283,96,12,9
96284,50,50,3
96285,14,33,11
96286,41,36,12
96287,94,18,9
96288,23,27,2
96289,6,44,3
96290,2,31,12
96291,29,13,11
96292,27,13,8
96293,20,46,5
96294,81,18,6
96295,48,30,5
96296,33,25,4
96297,56,48,9
96298,68,37,2
96299,33,42,11
96300,36,20,10
96301,84,34,9
96302,57,42,12
96303,40,20,10
96304,97,50,4
96305,62,47,2
96306,96,41,8
96307,53,13,4
96308,77,46,6
96309,94,50,11
96310,38,35,12
96311,70,42,1
96312,96,13,2
96313,75,36,10
96314,16,50,3
96315,74,39,3
96316,20,33,4
96317,89,31,10
96318,89,10,7
96319,78,20,9
96320,35,30,7
96321,77,18,11
96322,49,31,10
96323,73,30,1
96324,87,36,2
96325,56,49,9
96326,6,48,4
96327,44,13,11
96328,70,50,10
96329,38,46,12
96330,75,15,8
96331,55,21,3
96332,70,17,2
96333,100,23,4
96334,42,28,4
96335,80,11,10
96336,40,29,4
96337,100,11,3
96338,35,35,1
96339,45,15,6
96340,35,48,11
96341,89,47,1
96342,75,12,7
96343,22,47,12
96344,20,10,2
96345,70,41,5
96346,27,30,10
96347,54,49,7
96348,5,24,9
96349,17,48,11
96350,29,35,5
96351,71,40,3
96352,97,32,5
96353,10,21,5
96354,59,38,8
96355,12,37,5
96356,68,26,8
96357,47,14,11
96358,16,50,9
96359,99,49,4
96360,46,34,1
96361,60,24,1
96362,20,41,3
96363,51,29,2
96364,59,25,11
96365,14,18,1
96366,32,33,5
96367,62,14,8
96368,42,41,3
96369,22,15,2
96370,36,38,6
96371,94,24,8
96372,22,50,5
96373,92,11,11
96374,11,32,8
96375,70,31,1
96376,85,43,8
96377,60,28,1
96378,87,13,7
96379,81,28,8
96380,84,17,5
96381,43,35,1
96382,42,47,3
96383,85,16,10
96384,57,49,7
96385,7,49,7
96386,14,20,9
96387,60,39,8
96388,1,32,5
96389,78,12,8
96390,93,42,6
96391,25,36,4
96392,22,48,7
96393,17,13,3
96394,27,44,5
96395,65,10,6
96396,68,20,2
96397,83,33,2
96398,5,42,11
96399,16,34,5
96400,21,46,10
96401,12,20,9
96402,83,29,9
96403,76,30,8
96404,20,15,7
96405,12,12,12
96406,85,17,1
96407,55,21,3
96408,33,36,5
96409,99,36,12
96410,85,18,7
96411,37,11,2
96412,85,50,1
96413,54,36,9
96414,25,50,7
96415,54,22,12
96416,58,38,9
96417,65,27,9
96418,14,28,12
96419,65,21,12
96420,85,17,9
96421,59,28,11
96422,21,27,4
96423,12,30,2
96424,28,30,2
96425,96,41,10
96426,6,44,3
96427,26,32,9
96428,76,17,7
96429,21,46,1
96430,78,30,11
96431,81,15,3
96432,76,39,4
96433,57,10,1
96434,99,41,10
96435,8,47,12
96436,92,45,12
96437,90,36,1
96438,39,15,9
96439,94,15,1
96440,56,43,10
96441,76,16,9
96442,92,26,10
96443,14,17,4
96444,34,30,1
96445,92,27,1
96446,14,44,2
96447,17,19,6
96448,76,26,2
96449,98,33,6
96450,71,49,6
96451,33,21,10
96452,41,12,2
96453,10,50,10
96454,9,44,3
96455,99,29,3
96456,81,31,10
96457,13,15,10
96458,55,22,4
96459,79,10,9
96460,60,32,7
96461,59,31,10
96462,68,43,1
96463,14,45,2
96464,19,31,12
96465,92,20,2
96466,84,38,2
96467,68,32,5
96468,29,33,3
96469,20,21,10
96470,52,14,10
96471,79,48,7
96472,15,11,12
96473,35,28,5
96474,59,19,12
96475,44,34,8
96476,11,11,6
96477,38,44,12
96478,41,38,11
96479,26,29,6
96480,59,12,2
96481,100,22,7
96482,44,40,1
96483,76,43,7
96484,58,14,12
96485,12,34,4
96486,29,50,10
96487,46,45,4
96488,73,31,4
96489,10,33,6
96490,62,18,12
96491,43,15,4
96492,12,40,6
96493,55,48,3
96494,90,15,12
96495,18,14,12
96496,78,15,2
96497,37,46,11
96498,61,43,7
96499,83,49,12
96500,63,16,9
96501,82,25,9
96502,11,11,2
96503,48,28,5
96504,65,38,9
96505,85,49,3
96506,33,49,6
96507,97,26,6
96508,50,32,4
96509,50,39,10
96510,65,11,12
96511,92,36,7
96512,9,38,5
96513,10,19,2
96514,15,17,1
96515,33,41,11
96516,50,26,7
96517,66,49,11
96518,44,14,11
96519,30,48,10
96520,68,47,6
96521,52,23,9
96522,36,50,11
96523,15,39,12
96524,40,28,2
96525,64,28,2
96526,93,10,7
96527,37,31,10
96528,63,13,1
96529,11,49,12
96530,25,13,10
96531,28,32,8
96532,86,41,8
96533,77,34,6
96534,4,28,6
96535,74,41,1
96536,66,29,10
96537,87,20,10
96538,89,35,3
96539,63,45,10
96540,2,12,5
96541,97,33,4
96542,72,48,9
96543,51,46,5
96544,63,29,12
96545,73,47,6
96546,53,29,2
96547,52,28,6
96548,16,44,9
96549,98,43,12
96550,94,48,6
96551,37,42,10
96552,15,36,4
96553,25,34,6
96554,87,50,4
96555,97,24,9
96556,97,26,10
96557,57,28,10
96558,70,13,11
96559,88,33,9
96560,62,38,9
96561,29,18,9
96562,79,27,7
96563,10,16,3
96564,42,13,7
96565,42,27,6
96566,79,49,12
96567,35,10,6
96568,91,20,4
96569,54,26,7
96570,30,23,3
96571,81,38,11
96572,50,49,10
96573,75,24,4
96574,21,27,1
96575,79,21,8
96576,27,17,10
96577,43,45,10
96578,66,26,3
96579,46,16,5
96580,59,16,6
96581,68,31,7
96582,21,36,3
96583,91,32,5
96584,60,26,7
96585,75,27,1
96586,6,23,3
96587,71,30,11
96588,12,16,9
96589,29,45,7
96590,93,39,2
96591,17,31,3
96592,56,31,10
96593,29,39,7
96594,30,35,6
96595,19,44,1
96596,88,30,10
96597,33,22,8
96598,25,15,3
96599,87,24,7
96600,73,23,12
96601,15,27,3
96602,91,27,9
96603,10,46,5
96604,43,19,1
96605,71,43,3
96606,63,29,6
96607,37,19,8
96608,3,21,12
96609,58,13,6
96610,93,31,11
96611,16,19,6
96612,12,14,3
96613,3,42,12
96614,18,40,12
96615,83,16,4
96616,41,48,4
96617,30,15,10
96618,7,23,9
96619,80,19,3
96620,42,11,4
96621,39,22,1
96622,100,27,12
96623,14,48,1
96624,1,30,5
96625,16,32,8
96626,46,25,9
96627,55,29,5
96628,46,32,3
96629,55,45,3
96630,3,33,3
96631,99,40,2
96632,53,13,11
96633,41,18,11
96634,11,19,12
96635,3,24,1
96636,75,36,5
96637,65,40,9
96638,39,37,8
96639,39,29,6
96640,31,20,7
96641,68,28,6
96642,14,30,11
96643,30,24,9
96644,30,30,7
96645,13,32,6
96646,17,16,5
96647,5,46,10
96648,3,20,1
96649,75,32,2
96650,96,24,2
96651,12,26,4
96652,13,50,11
96653,37,27,1
96654,26,36,9
96655,35,33,6
96656,44,42,2
96657,74,30,10
96658,60,12,12
96659,94,48,12
96660,34,36,1
96661,78,47,11
96662,97,40,2
96663,81,23,3
96664,26,12,1
96665,46,28,1
96666,22,47,5
96667,5,24,5
96668,45,26,11
96669,85,22,3
96670,48,31,5
96671,80,24,3
96672,39,48,6
96673,97,36,9
96674,55,47,6
96675,79,25,10
96676,95,34,8
96677,17,30,8
96678,38,49,12
96679,6,44,8
96680,88,21,5
96681,14,45,8
96682,49,29,2
